column2,column3,column4,column5,column6,column7,column8,column9
Vigil Lisa K.,Local business,0,35.08372,-106.650958,,,
Wholesale Glass Company,Company,0,35.083775,-106.518023,,,
Wilkinson Dan,Local business,0,35.083788,-106.521834,,,
Indian Students Association UNM,Community organization,0,35.08389,-106.61861,,,
Meeder Equipment Company,Local business,0,35.083895,-106.729258,,,
Painted Neverlands,Museum/art gallery,0,35.083898,-106.631806,,,
Sign Kandy,Professional services,0,35.083898,-106.631806,,,
Todd Seidenschwarz,Local business,0,35.083918,-106.556081,,,
El Venado Tires,Local business,0,35.08392,-106.585864,,,
UNM Accessibility Resource Center,University,0,35.08404454,-106.6189544,,,
Shoofly505,Local business,0,35.084093,-106.605073,,,
High Desert Linguistics Society,Non-profit organization,0,35.0841261,-106.6199088,,,
UNM Management Academy Alumni,Education,0,35.0841261,-106.6199088,,,
UNM Department of Political Science,University,0,35.0841261,-106.6199088,,,
Vigil Christiane,Local business,0,35.084301,-106.491026,,,
Angels & Saints Gifts & Religious Supplies,Local business,0,35.084371,-106.527949,,,
Jenny Craig Weight Loss Center,Local business,0,35.084371,-106.527949,,,
Moore Trucking,Local business,0,35.084378,-106.660427,,,
Light of My Life Ordained Ministries,Church/religious organization,0,35.084386,-106.712018,,,
001 Affordable Locksmith,Local business,0,35.084404,-106.514515,,,
Bass Clarence Ripped Enterprises,Local business,0,35.084698,-106.566041,,,
Grummer Martin F M Architect,Local business,0,35.084729,-106.609624,,,
Forged Hands,Small business,0,35.084765,-106.712811,,,
Manzano High School Model United Nations,Political organization,0,35.084795,-106.511146,,,
MHS Student Government/Senate,Education,0,35.084795,-106.511146,,,
Jackson Hewitt Tax Service,Local business,0,35.084821,-106.69959,,,
Fidelity National Title Insurance,Local business,0,35.084942,-106.66886,,,
J B's Family Restaurants,Local business,0,35.085048,-106.531114,,,
Siegel Design Architects LLC,Local business,0,35.085083,-106.659409,,,
Eai Remodeling Consultant,Local business,0,35.0851,-106.52458,,,
Central Park SW LLC,Local business,0,35.085127,-106.658535,,,
New Mexico Teen Pregnancy Coalition,Non-profit organization,0,35.085179,-106.566042,,,
Adorabella Alumni Association,Education,0,35.085255,-106.514517,,,
High Desert Pools and Spas,Local business,0,35.085267,-106.660297,,,
Pure Romance by Katie Arnold,Shopping/retail,0,35.085378,-106.495649,,,
White Design,Local business,0,35.085384,-106.655667,,,
Serenity Photography,Professional services,0,35.085496,-106.615997,,,
Jettwalker,Local business,0,35.085577,-106.664927,,,
Creative Photography by Andrea,Professional services,0,35.085687,-106.561211,,,
PRO Clean,Local business,0,35.085714,-106.669562,,,
Iglesia La Promesa,Church/religious organization,0,35.08574,-106.700886,,,
Allied Forces,Local business,0,35.085787,-106.655347,,,
Chavez Lath & Plaster,Local business,0,35.08589,-106.717193,,,
The Wasted Space,Concert venue,0,35.085942,-106.517446,,,
North American Aerospace Corp,Local business,0,35.08595,-106.607605,,,
Hughs R Michael Atty,Local business,0,35.085962,-106.503996,,,
R. M. Draker and Associates,Local business,0,35.085965,-106.503999,,,
Xurex Nano Coating,Local business,0,35.085971,-106.724292,,,
Cristal Electric,Local business,0,35.086182,-106.518801,,,
New Mexico Methodist Foundation,Church/religious organization,0,35.08634,-106.517135,,,
Puccini & Meagie PA,Local business,0,35.086432,-106.526101,,,
Dan Hardage- Sales at Southwest hyundai LHM,Automotive,0,35.086542,-106.547109,,,
Blue Jay Tree Service,Local business,0,35.086679,-106.703324,,,
Ben Shaw,Local business,0,35.086704,-106.594486,,,
Sweetheart Nursery & Kindergarten,Local business,0,35.086706,-106.605818,,,
Bank Branches,Local business,0,35.086737,-106.711773,,,
Westland Development,Local business,0,35.086737,-106.711773,,,
Seamless Roofing Solutions LLC,Professional services,0,35.086738,-106.493206,,,
French,Local business,0,35.086818,-106.530909,,,
Craft Consultants of Nm LLC,Local business,0,35.086832,-106.609527,,,
Webber David E CPA Cfp CMA,Local business,0,35.086852,-106.605811,,,
Allman John,Local business,0,35.086852,-106.605811,,,
Bowling 4 Dollars,Health/medical/pharmaceuticals,0,35.086888,-106.564221,,,
Woody's Paint & Body Shop,Local business,0,35.086927,-106.561762,,,
George's Dry Cleaners,Local business,0,35.086929,-106.605813,,,
West Mesa Airport,Airport,0,35.08694444,-106.7155556,,,
Nnr Global Logistics USA,Local business,0,35.087066,-106.72508,,,
Desert Shieldz,Automobiles and parts,0,35.087133,-106.510917,,,
Design Atelier LLC,Local business,0,35.087159,-106.666477,,,
Lafountaln Tom,Local business,0,35.087159,-106.666477,,,
Albuquerque Duplicator Supply,Local business,0,35.087182,-106.605857,,,
Fox Plumbing & Pool Construction,Local business,0,35.0872,-106.602854,,,
Brunnell Howard,Local business,0,35.0872,-106.602854,,,
Tim's Handyman Services,Small business,0,35.087227,-106.512096,,,
Andreas D. Taylor LLC,Real estate,0,35.087245,-106.522688,,,
Desert Sun WIndows And Doors,Home improvement,0,35.087256,-106.662663,,,
Joe,Local business,0,35.08726,-106.66266,,,
McReynolds Kent,Local business,0,35.087265,-106.605693,,,
Design Analysis,Local business,0,35.087268,-106.703521,,,
Bethesda Community Church,Local business,0,35.087324,-106.527666,,,
Stelzner Winter Warburton Flor,Local business,0,35.087326,-106.65582,,,
Albquerque Weddings,Professional services,0,35.087382,-106.526777,,,
Western Sports Publishing,Local business,0,35.087425,-106.528423,,,
Arrowbooks,Local business,0,35.087549,-106.505835,,,
Nails & Hair by Liz,Spas/beauty/personal care,0,35.087605,-106.536598,,,
Phillips 66 Gas,Local business,0,35.087642,-106.577822,,,
Sun Fun Pool Outlet,Local business,0,35.087646,-106.705214,,,
Legal Economics,Local business,0,35.087711,-106.655601,,,
Unique Motors.,Automotive,0,35.087753,-106.587938,,,
Elegancia Latina by Wong,Professional services,0,35.087765,-106.58645,,,
Black Dog Engraving,Shopping/retail,0,35.08777,-106.597146,,,
Anything Graphic,Professional services,0,35.087842,-106.523653,,,
Massage Therapy & Natural Therapeutics-Krista Alfredo LMT,Spas/beauty/personal care,0,35.087855,-106.586284,,,
Swisher of New Mexico,Local business,0,35.08798,-106.61835,,,
Hyer Calvin Jr,Local business,0,35.088017,-106.662311,,,
Arreguin Cheryl,Local business,0,35.088049,-106.660544,,,
Ralph & Mary's Barber and Beauty Shop,Local business,0,35.088075,-106.703303,,,
Oso Grande Firearms,Local business,0,35.088128,-106.560894,,,
Double J Booking,Event planning/event services,0,35.088162,-106.496532,,,
New Mexico Public Health Association,Local business,0,35.088168,-106.613919,,,
AMC Development,Local business,0,35.088318,-106.658337,,,
Classic Refrigeration of New Mexico,Local business,0,35.088402,-106.726905,,,
American Paltech of New Mexico,Local business,0,35.08841,-106.72131,,,
LegalShield Independent Associate - Erland Louis,Professional services,0,35.088414,-106.544493,,,
Royalty Cleaning,Professional services,0,35.088453,-106.542391,,,
Student Organization for Latin American Studies,Education,0,35.088592,-106.622187,,,
Hopkins Barry Concrete,Local business,0,35.088674,-106.701612,,,
Voice & Data Services,Local business,0,35.088781,-106.606797,,,
SW DJ Entertainment,Local business,0,35.088834,-106.706408,,,
Castle Apartments,Landmark,0,35.08888889,-106.6636111,,,
Tae At Turquoise Mountain LLC,Local business,0,35.088898,-106.613471,,,
Spm,Local business,0,35.089118,-106.608806,,,
Rice and Beans Electronics,Local business,0,35.089261,-106.496608,,,
Schnapp Jeffrey DR,Local business,0,35.089265,-106.559061,,,
Treider & Co Cpas,Local business,0,35.089265,-106.559061,,,
UNM Service Corp,Non-profit organization,0,35.0893,-106.6206,,,
Greeks @ UNM,Club,0,35.0893,-106.6206,,,
UNM/Sedexo,University,0,35.0893,-106.6206,,,
UNM Collegiate DECA,Non-profit organization,0,35.0893,-106.6206,,,
UNM Writing Across Communities Alliance,Community organization,0,35.0893,-106.6206,,,
Marcos Painting Plus,Local business,0,35.089363,-106.707802,,,
Merkley John M Flmi,Local business,0,35.08938,-106.532241,,,
D.C. Student Ministries NLBC,Church/religious organization,0,35.089505,-106.718257,,,
Jerry Ginn Consulting,Local business,0,35.089519,-106.601794,,,
Cibola Energy Corporation,Local business,0,35.089541,-106.663462,,,
Thrive! Wholistic Wellness,Spas/beauty/personal care,0,35.089705,-106.53224,,,
The House That Jazz Built,Telecommunication,0,35.0898,-106.6215,,,
UNM John Donald Robb Musical Trust,Education,0,35.0898,-106.6215,,,
Lobo Toastmasters UNM,Community organization,0,35.0898,-106.6215,,,
Unofficial: Home,Club,0,35.089856,-106.656428,,,
New Mexico State Government Scientific Laboratory Division,Local business,0,35.08988,-106.6213,,,
Coleman David DVM,Local business,0,35.08991,-106.515647,,,
A C Home Inspections,Small business,0,35.089951,-106.526275,,,
TamasiBauer,Business services,0,35.09003,-106.532249,,,
Joann Gabaldon - Farmers Insurance,Local business,0,35.09022,-106.71075,,,
Worship Heritag Family,Local business,0,35.090267,-106.711591,,,
Forrest Enterprises,Local business,0,35.090271,-106.608803,,,
Phillips 66 Gas,Local business,0,35.09028,-106.62446,,,
UNM Statewide Pedestrian & Bicycle Safety Program,University,0,35.090283,-106.619614,,,
N V J & C Roadside,Local business,0,35.090388,-106.544953,,,
Cathann Dragone,Local business,0,35.090495,-106.607178,,,
Make-Up by Jacqueline C,Professional services,0,35.090548,-106.531344,,,
MARVELOUS MARTIN SUNGLASSES,Local business,0,35.090568,-106.516199,,,
Serene Environmental,Non-profit organization,0,35.090628,-106.514009,,,
The Q Personal Concierge,Local business,0,35.090677,-106.657983,,,
Private Piano Lessons,Local business,0,35.090853,-106.498612,,,
Songbirds Design,Shopping/retail,0,35.0908585,-106.5043335,,,
Christian Academy,Local business,0,35.090882,-106.703157,,,
Twofeathers Designs,Local business,0,35.090953,-106.608135,,,
Spiess Linda Dom,Local business,0,35.090954,-106.608958,,,
Long Term Care Insurance Agent,Bank/financial services,0,35.090975,-106.597026,,,
Padilla Vita A,Local business,0,35.091038,-106.665093,,,
PMI home Interior Contractors,Home improvement,0,35.091067,-106.50673,,,
Tattoos Erased PC,Local business,0,35.091245,-106.514667,,,
Sports Memorabilia and More,Local business,0,35.091274,-106.655621,,,
Geriatric Evaluation Clinic,Local business,0,35.091374,-106.617946,,,
Two Horses & A Hound,Local business,0,35.091464,-106.615012,,,
Patrick J. Martinez & Associates,Lawyer,0,35.091495,-106.657634,,,
Frederick Jones Attorney,Local business,0,35.091652,-106.658173,,,
First Choice Custombuilders,Local business,0,35.091652,-106.658173,,,
Holguin Consulting,Local business,0,35.091683,-106.661572,,,
Art's Treasure Trove,Local business,0,35.091743,-106.667309,,,
La Segunda Antique Store,Local business,0,35.091743,-106.667309,,,
Mw Educational Consulting LLC,Local business,0,35.091757,-106.522283,,,
Club Mackland,Transit stop,0,35.091769,-106.611764,,,
Wickstrom School of Music,Education,0,35.091795,-106.495449,,,
Mike Cunningham,Automotive,0,35.091891,-106.62705,,,
Healthwork Yoga & Massage Therapy,Local business,0,35.091921,-106.603989,,,
Abq Computer,Local business,0,35.091936,-106.656649,,,
Joseph Saavedra,Local business,0,35.092072,-106.657479,,,
Hear On Earth Hearing Care Center,Local business,0,35.092119,-106.53313,,,
Buclaw Chiropractic Clinic,Local business,0,35.092119,-106.53313,,,
Arand,Local business,0,35.092155,-106.61024,,,
Horne Thomas J Atty,Local business,0,35.092283,-106.616115,,,
Wash N Go Abq,Local business,0,35.092298,-106.710765,,,
Pete's Tile & Remodeling Services,Local business,0,35.092384,-106.533712,,,
Health,Local business,0,35.092454,-106.618056,,,
Venereal Disease Program,Local business,0,35.092454,-106.618056,,,
Pressman Ann,Local business,0,35.092454,-106.618056,,,
Simms Josh,Local business,0,35.092491,-106.662838,,,
La Glorieta,Landmark,0,35.0925,-106.6666667,,,
The United States Association of Immigrants at myUSAi.org,Consulting/business services,0,35.092565,-106.615008,,,
IOL Studios Sports Photography,Professional services,0,35.092625,-106.718437,,,
Mimbres Special Education School Departments,Local business,0,35.092629,-106.621528,,,
Univ of New Mexico Hlth Sciences Ctr Unm Chlds Psych,Local business,0,35.092629,-106.621528,,,
Kul-Aero Builders,Local business,0,35.092662,-106.705646,,,
Estrada Construction,Local business,0,35.092694,-106.659969,,,
Keiser Construction,Local business,0,35.092696,-106.513146,,,
Sonya Lia - Farmers Insurance,Local business,0,35.092802,-106.662193,,,
Nuttin' But Net Basketball Equipment Rental Service LLC.,Sports/recreation/activities,0,35.092872,-106.694148,,,
Gideons International,Local business,0,35.092901,-106.543281,,,
Creative Concrete of New Mexico,Local business,0,35.092901,-106.543281,,,
Old Town Optimists,Local business,0,35.092901,-106.543281,,,
Pillar To Post,Local business,0,35.092901,-106.543281,,,
Natures Creations,Local business,0,35.092901,-106.543281,,,
Blinds Direct by Bud,Local business,0,35.093026,-106.577879,,,
Montoya Law Inc Atty At Law,Local business,0,35.093171,-106.667648,,,
Remington Authorized Shaver Sales,Local business,0,35.093216,-106.577726,,,
DevDemo,Spas/beauty/personal care,0,35.093375,-106.609296,,,
Hahs Ilyse Atty,Local business,0,35.093454,-106.669483,,,
Jones Lisa,Local business,0,35.093454,-106.669483,,,
Chavez Rudolph B Rudy Attorney At Law,Local business,0,35.093454,-106.669483,,,
Pennington E Justin,Local business,0,35.093454,-106.669483,,,
Krazy Kat Records Tapes & CD's,Local business,0,35.093518,-106.532969,,,
Vigil Jacob G,Local business,0,35.093521,-106.669455,,,
Wagman Roger A,Local business,0,35.093521,-106.669455,,,
Morning Star Jewelry Lapidary,Local business,0,35.093537,-106.671828,,,
Rhodes & Salmon PC,Local business,0,35.093539,-106.666263,,,
Ron J. Romero Inc.,Home improvement,0,35.093597,-106.651772,,,
Wistec Controls,Local business,0,35.0936,-106.6423,,,
Lifescapes,Local business,0,35.0936,-106.6423,,,
Bodies Befit,Local business,0,35.0936,-106.6423,,,
Alluraderm MD Med Spa,Local business,0,35.0936,-106.6423,,,
Thriftway,Local business,0,35.0936,-106.6423,,,
Winder Samuel L LLC,Local business,0,35.093623,-106.667841,,,
Duke City Developers,Local business,0,35.093648,-106.670902,,,
Elvia's Unique Bow-Tique,Shopping/retail,0,35.093761,-106.54368,,,
The Akurians,Local business,0,35.093764,-106.600436,,,
Comadre A Comadre,Local business,0,35.09377,-106.667994,,,
Boy Scout Troop 285 Albuquerque NM,Non-profit organization,0,35.093796,-106.539977,,,
Fusion Student Ministries,Church/religious organization,0,35.093796,-106.539977,,,
The Law Office of Derek V. Garcia PC,Lawyer,0,35.093912,-106.650852,,,
Servanthood Ministries,Local business,0,35.093946,-106.670394,,,
Mary Garcia Bail Bonds,Local business,0,35.093963,-106.651203,,,
ABQBitcoins,Bank/financial services,0,35.09397,-106.6431092,,,
Paaru Construction Corp,Local business,0,35.093981,-106.568128,,,
Spider's Webs Motorcycle Covers,Automotive,0,35.093996,-106.641198,,,
Dollahon Darla G CPA,Local business,0,35.094122,-106.610126,,,
Roma carpet car cleaning,Automotive,0,35.094135,-106.648731,,,
Armored Mini Storage,Local business,0,35.094143,-106.498377,,,
Nikelwa At Salon FX,Spas/beauty/personal care,0,35.09415,-106.669352,,,
Leo's Electric Co.,Local business,0,35.094164,-106.521547,,,
Twoguysoutlet,Arts/entertainment/nightlife,0,35.09424,-106.61291,,,
2guysoutlet,Airport,0,35.09424,-106.61291,,,
Sharon's Gourmet to Go,Restaurant/cafe,0,35.094455,-106.605883,,,
Wired,Local business,0,35.094458,-106.605553,,,
Umbrage & Umbrage,Local business,0,35.094465,-106.60505,,,
Slumber Parties by Evelyn,Shopping/retail,0,35.094481,-106.516827,,,
Brusuelas & Associates PC,Lawyer,0,35.094492,-106.651093,,,
Bwd Global,Local business,0,35.094499,-106.65,,,
M & H Clock & Watch Repair,Local business,0,35.094534,-106.601233,,,
MTA Promotional,Local business,0,35.094542,-106.519175,,,
The Art Department ABQ,Community organization,0,35.094595,-106.641713,,,
Women's Counseling & Therapy,Local business,0,35.094605,-106.60373,,,
Libit Susan M ACSW Lisw,Local business,0,35.094605,-106.60373,,,
Allison Benton Lisw,Local business,0,35.094605,-106.60373,,,
Sew Right,Local business,0,35.094614,-106.642149,,,
Psychologist Beth Roth,Local business,0,35.094644,-106.603691,,,
Lennihan Lydia LPC,Local business,0,35.094644,-106.603691,,,
Kostranchuk Lorian MD,Local business,0,35.094644,-106.603691,,,
Nomberg Beverly R MSW ACSW,Local business,0,35.094644,-106.603691,,,
Cheryl L Blossom Lisw ACSW Fap,Local business,0,35.094644,-106.603691,,,
Silver Hill Counseling Services,Local business,0,35.094644,-106.603691,,,
Air One Cooling & Heating,Home improvement,0,35.094822,-106.533677,,,
Progressive Voter Alliance of Central New Mexico,Community organization,0,35.094903,-106.653232,,,
Sas Shoes,Local business,0,35.094968,-106.515781,,,
Abq Real Estate,Local business,0,35.094973,-106.605525,,,
Cut Rate Tires,Local business,0,35.095012,-106.673995,,,
The Yard Guy,Local business,0,35.095028,-106.530046,,,
Jones Thomas E Atty,Local business,0,35.095052,-106.600869,,,
Troop 459 Albuquerque,Non-profit organization,0,35.095161,-106.501653,,,
Gigateks - Computer Services,Professional services,0,35.095174,-106.497402,,,
Sanchez SL Bookkeeping,Local business,0,35.095189,-106.651832,,,
Weston Joe,Local business,0,35.09523,-106.60419,,,
Ford Authorized Tractor Sales & Service,Local business,0,35.095232,-106.647494,,,
Eastern View Assisted Living,Local business,0,35.095235,-106.523096,,,
Grayson Marilyn L,Local business,0,35.095301,-106.61145,,,
Doc Holliday's Pawn Shop,Shopping/retail,0,35.095321,-106.514856,,,
New Mexico Health Equity Working Group,Non-profit organization,0,35.095382,-106.609441,,,
Clean Sweep Chimney,Local business,0,35.095382,-106.608985,,,
Angels & Saints Gifts & Religious Supplies,Local business,0,35.095392,-106.671702,,,
Serna Enterprises,Local business,0,35.095392,-106.671702,,,
American Tax Relief,Local business,0,35.0954,-106.66945,,,
ACE Cash Express,Local business,0,35.095401,-106.671805,,,
Pueblo House,Local business,0,35.095406,-106.670167,,,
Ken's Tools,Local business,0,35.095423,-106.533221,,,
Old Things,Local business,0,35.095427,-106.669799,,,
Friends of Old Town,Government organization,0,35.095434,-106.669471,,,
Max Graphix,Local business,0,35.095437,-106.508957,,,
Fetish Gallery,Local business,0,35.095452,-106.670855,,,
Mountain States Sporting Goods,Local business,0,35.095485,-106.657676,,,
Dbphotographynm,Professional services,0,35.095499,-106.510818,,,
First Community Bank,Local business,0,35.09551,-106.604015,,,
A Plus Tutoring,Local business,0,35.095554,-106.654914,,,
Langlois Mlchael K CPA,Local business,0,35.095594,-106.604551,,,
Hawkins J A Accountant,Local business,0,35.095594,-106.604551,,,
Little Bird de Papel,Arts/entertainment/nightlife,0,35.0956,-106.659801,,,
Barrett Foundation,Local business,0,35.095693,-106.660687,,,
I'm Becoming a Realtor,Real estate,0,35.095741,-106.658597,,,
Redeux Boutique,Local business,0,35.095773,-106.533029,,,
AAA Discount Muffler,Automotive,0,35.095784,-106.675904,,,
AAA Discount Mufflers & Catalytic Converters Albuquerque NM,Automobiles and parts,0,35.095786,-106.675905,,,
Art Treasure Gallerier LLC,Local business,0,35.095796,-106.670953,,,
Sam Q,Local business,0,35.095834,-106.674774,,,
Khalsa Trading,Local business,0,35.095861,-106.604405,,,
High Expectations VIP Concierge,Company,0,35.095873,-106.604404,,,
Forman Technical Services,Local business,0,35.095906,-106.612238,,,
Christin Wolf Gallery,Shopping/retail,0,35.09601,-106.669297,,,
Native Integrative Healing with YL Essential Oils,Health/beauty,0,35.096034,-106.67092,,,
Raymond James Financial Services,Local business,0,35.096035,-106.670924,,,
Professional Inspection Service,Local business,0,35.096047,-106.514353,,,
Ortiz John Nts-Muscle Pain Abreaction Specialist,Local business,0,35.096048,-106.508175,,,
Complete Recyclers,Local business,0,35.096059,-106.615144,,,
Brad Melton Photography,Professional services,0,35.09606,-106.603686,,,
Citizen Schools Inc,Local business,0,35.09606,-106.603686,,,
Empowering Energy Medicine,Health/medical/pharmacy,0,35.09606,-106.603686,,,
Design & Large Format Printing,Professional services,0,35.096089,-106.611644,,,
Red Sun Classical Fencing,Organization,0,35.096101,-106.550989,,,
Easy Loans,Bank/financial services,0,35.096103,-106.673288,,,
A I P,Local business,0,35.096114,-106.604542,,,
Sentry Insurance,Local business,0,35.096114,-106.604542,,,
Schools-Public Administration Directory,Local business,0,35.09612,-106.621028,,,
Akin Berna Lee,Local business,0,35.096134,-106.648789,,,
Side Jobs & More After 4,Home improvement,0,35.096153,-106.654838,,,
Forever Southwest,Shopping/retail,0,35.096173,-106.670714,,,
Classic Limousine,Transportation,0,35.096178,-106.640159,,,
Chg Creations LLC,Local business,0,35.096196,-106.608337,,,
Roger Cox and Associates Property Management LLC,Local business,0,35.096249,-106.602768,,,
Albuquerque Evening High School,School,0,35.096295,-106.63521,,,
Marketing Stratlgles,Local business,0,35.096318,-106.671737,,,
Hair By Mariana,Health/beauty,0,35.096318,-106.671737,,,
Renegade Poultry,Local business,0,35.096325,-106.53784,,,
Scrubs and suds,Automotive,0,35.096359,-106.608329,,,
Jeffries Anthony B Jd CPA,Local business,0,35.096397,-106.600573,,,
Chocolate Amor-Fountains,Local business,0,35.0964,-106.67038,,,
Tiffany Starr Productions,Local business,0,35.096495,-106.533032,,,
Tang Soo Do Fitness and MMA,Sports/recreation/activities,0,35.096514,-106.550988,,,
Cross Country Auto Parts,Local business,0,35.096523,-106.642802,,,
Tmm Business Records Storage,Local business,0,35.096523,-106.642802,,,
The GUIDE ABQ,Business services,0,35.096542,-106.674501,,,
Cepeda Rosaura & Federico Zerger,Local business,0,35.096593,-106.680564,,,
Girard Church,Local business,0,35.096713,-106.6125248,,,
Kenneth Ingham Photography,Professional services,0,35.096765,-106.605893,,,
Bentleys Cafe,Restaurant/cafe,0,35.096779,-106.669123,,,
Lovely Creations by Leslie,Event planning/event services,0,35.09682,-106.524621,,,
American Door Service,Local business,0,35.096875,-106.656607,,,
Flights of Fancy,Local business,0,35.096934,-106.66911,,,
Tingley's Affordable Lawn Care,Professional services,0,35.096941,-106.499491,,,
Mass Perfection,Local business,0,35.09695,-106.67038,,,
Essence Gallery and Boutique,Arts/entertainment/nightlife,0,35.096969,-106.670639,,,
Son Shine Learning Center,Local business,0,35.097094,-106.61271,,,
Melville Boutique,Shopping/retail,0,35.097117,-106.669106,,,
Patrick Sauer,Local business,0,35.097211,-106.554501,,,
Martinez Anthony P Atty,Local business,0,35.097326,-106.660009,,,
San Pasqual's Furnishing and Home Decor,Shopping/retail,0,35.097327,-106.669965,,,
Emmaus House Albuquerque,Church/religious organization,0,35.0974,-106.676697,,,
Gallery at 400,Arts/entertainment/nightlife,0,35.097528,-106.670074,,,
Nizhoni Fine Arts,Local business,0,35.097531,-106.670082,,,
QCLAPS,Attractions/things to do,0,35.097686,-106.507641,,,
Audio Star,Local business,0,35.097688,-106.51489,,,
Seams to You,Professional services,0,35.097691,-106.514791,,,
Aragon Interior Design,Local business,0,35.097697,-106.505867,,,
Albuquerque Events,Arts/entertainment/nightlife,0,35.097713,-106.671556,,,
St. Anthony's Orphanage for Boys,Church/religious organization,0,35.097727,-106.62869,,,
Messegee Creative Designs,Professional services,0,35.097803,-106.530734,,,
Albuquerque Bike & Brew Tour,Travel/leisure,0,35.097806,-106.669055,,,
Brionez Designs,Arts/entertainment/nightlife,0,35.09781,-106.669064,,,
Nemat Galleries,Shopping/retail,0,35.09789,-106.669505,,,
Megan Fleming Writing & Creative Services,Local business,0,35.097924,-106.509311,,,
Amity Plumbing & Heating,Professional services,0,35.097946,-106.536982,,,
Henrie Michelle,Local business,0,35.097974,-106.669723,,,
Best Connection Jewelry and Gifts,Local business,0,35.098037,-106.669497,,,
El Comercial La Maya,Local business,0,35.098039,-106.669499,,,
Coba Investment,Local business,0,35.09804,-106.671608,,,
Local Concepts New Mexico,Home improvement,0,35.098049,-106.65995,,,
Native Arts & Crafts,Local business,0,35.098073,-106.669062,,,
New Mexico Community Health Worker Association,Non-profit organization,0,35.09808,-106.51593,,,
Hashtag Youth Group,Church/religious organization,0,35.098089,-106.515873,,,
Protel Kirkland Inn Afb,Local business,0,35.098158,-106.64555,,,
Albuquerque Handyman LLC,Small business,0,35.098163,-106.651345,,,
Russian Consulting Services,Local business,0,35.098192,-106.612284,,,
Ready Set Go Services,Local business,0,35.098196,-106.521709,,,
Albuquerque Stucco,Local business,0,35.098214,-106.647485,,,
Roe Linda M CPA,Local business,0,35.098421,-106.68319,,,
Stevens Roofing Systems,Local business,0,35.098482,-106.618287,,,
Archaeopteryx Design,Business services,0,35.098511,-106.610054,,,
Wile Michael,Local business,0,35.098516,-106.668049,,,
Jafra Cosmetics S Flewharty,Local business,0,35.098606,-106.520333,,,
Native American Investment Group,Local business,0,35.098649,-106.669471,,,
Rpm Lending,Local business,0,35.098654,-106.604513,,,
Pride of Ownership ABQ,Real estate,0,35.098654,-106.604513,,,
John Sells ABQ,Real estate,0,35.098654,-106.604513,,,
Valerie Burkett Realtor,Real estate,0,35.098654,-106.604513,,,
Christopher Interiors,Professional services,0,35.098654,-106.604513,,,
0 0 24 Hour Locksmith,Local business,0,35.098753,-106.602972,,,
La Bohemia Stitcher,Professional services,0,35.098776,-106.661427,,,
Baca Monica,Local business,0,35.098812,-106.651046,,,
Video Audio Services,Local business,0,35.098841,-106.532258,,,
Commons at Girard,Local business,0,35.098863,-106.612737,,,
Patsco,Local business,0,35.098879,-106.656279,,,
Bankruptcy Law Center,Local business,0,35.098907,-106.604516,,,
Holt Guysi Attorney At Law,Local business,0,35.098907,-106.604516,,,
Provencio Don,Local business,0,35.098907,-106.604516,,,
Edwards Engines,Local business,0,35.098993,-106.646899,,,
Garcia Melinda Ph.D. Clinical Psychologist,Local business,0,35.099054,-106.681572,,,
Rings Around You,Local business,0,35.099199,-106.600798,,,
Claws Designs,Local business,0,35.099261,-106.500445,,,
Shaji Abraham Ministries,Church/religious organization,0,35.099292,-106.647242,,,
Lauren Lewis Personal Training,Professional services,0,35.099367,-106.659566,,,
Handsomely Hot Headed,Shopping/retail,0,35.099416,-106.524332,,,
Mister G's Boat Storage,Local business,0,35.099447,-106.612731,,,
Litho Supply,Local business,0,35.099447,-106.612731,,,
M3 Fitness,Sports/recreation/activities,0,35.099462,-106.53335,,,
Aceves Design LLC,Consulting/business services,0,35.099495,-106.610514,,,
Messina L Michael Atty,Local business,0,35.099552,-106.620382,,,
Las Casitas Apartments,Local business,0,35.099558,-106.613345,,,
Rosenfelt & Buffington PA,Local business,0,35.099618,-106.60452,,,
111 Always Locksmith,Local business,0,35.099659,-106.515144,,,
ICC Winter Ball,Church/religious organization,0,35.099703,-106.66883,,,
Gem Roller,Local business,0,35.099783,-106.612723,,,
Bluelinx Corporation,Local business,0,35.099784,-106.666045,,,
Simms John P CPA PC,Local business,0,35.099839,-106.612731,,,
Ortiz Don MD,Local business,0,35.099956,-106.60452,,,
Independent AMSOIL Dealer,Local business,0,35.099991,-106.610046,,,
Tier Three Support,Local business,0,35.100078,-106.6674,,,
Precise Building,Engineering/construction,0,35.100078,-106.6674,,,
XLTshirt,Business services,0,35.100092,-106.656975,,,
Fanatic Local,Arts/entertainment/nightlife,0,35.100183,-106.680261,,,
Bruce S Crawford Massage Therapy,Local business,0,35.100255,-106.540557,,,
Auto Insurance Plus,Local business,0,35.100333,-106.604591,,,
Youniquify,Local business,0,35.10039,-106.497855,,,
Beneficial Fina,Local business,0,35.100446,-106.524809,,,
GeomorPhoto,Local business,0,35.1004715,-106.6108093,,,
Center for Global Awareness,Non-profit organization,0,35.100531,-106.611618,,,
Tyree Surveying,Local business,0,35.100552,-106.52629,,,
Carlo,Local business,0,35.100568,-106.603871,,,
Bachechi Victor,Local business,0,35.10057,-106.60388,,,
Canales-Owens & Associates Law Firm,Local business,0,35.100639,-106.60459,,,
Mailquick,Local business,0,35.100699,-106.612683,,,
Automotive Machine Service,Local business,0,35.100793,-106.646808,,,
